time,est_tau1,est_tau2,est_tau3,est_tau4,est_tau5,est_tau6
2.18053,0.0132344,-1.47916,0.991766,0.205439,-0.398445,0.171707
2.18558,-0.0261612,-1.63284,0.903,0.0501217,-0.388426,0.22896
2.19051,-0.0880257,-1.66047,0.92868,0.077106,-0.343333,0.236495
2.19536,-0.115035,-1.46323,1.08535,0.0795686,-0.23045,0.308213
2.20026,-0.143354,-1.65009,1.04494,0.0512605,-0.237513,0.292387
2.20538,-0.203264,-1.6547,1.05182,0.09133,-0.248638,0.371002
2.21038,-0.215409,-1.67201,1.01988,0.0779843,-0.248218,0.357191
2.21542,-0.291001,-1.51994,1.14162,0.0159447,-0.220074,0.423302
2.22035,-0.352757,-1.49137,1.16464,0.0455596,-0.226615,0.455943
2.22534,-0.397728,-1.64482,1.07088,0.197523,-0.312583,0.538659
2.23033,-0.41126,-1.62939,1.10917,0.0802969,-0.269823,0.635413
2.23529,-0.466371,-1.52364,1.14904,0.060854,-0.263634,0.769117
2.24023,-0.490812,-1.64367,1.07226,0.0924098,-0.309608,0.770857
2.24523,-0.559019,-1.62643,1.07881,0.134048,-0.365783,0.771243
2.25023,-0.655319,-1.58763,1.07567,0.0761096,-0.335211,0.845895
2.25549,-0.61929,-1.72536,0.984983,0.119923,-0.405215,0.901964
2.2603,-0.667862,-1.55771,1.06784,0.101044,-0.303846,0.891377
2.26529,-0.696113,-1.4256,1.12723,0.0994746,-0.283134,0.890307
2.27026,-0.707641,-1.60228,0.990186,0.154047,-0.325307,0.992261
2.27524,-0.687593,-1.30848,1.13713,0.0719503,-0.314497,0.992547
2.28034,-0.705542,-1.24705,1.14379,0.102853,-0.344183,1.04247
2.2853,-0.716892,-1.2743,1.11104,0.221104,-0.397978,1.11388
2.29033,-0.674768,-1.20865,1.12203,0.11521,-0.412047,1.16144
2.29522,-0.726639,-1.15897,1.0885,0.180818,-0.463083,1.17639
2.30038,-0.776172,-1.11152,1.05647,0.24347,-0.511819,1.19067
2.30541,-0.859502,-1.15642,1.02129,0.370272,-0.601736,1.1746
2.31036,-0.838874,-1.23321,0.948641,0.301049,-0.594486,1.21096
2.31536,-0.886861,-1.33959,0.884538,0.223693,-0.660009,1.13903
2.32041,-0.85626,-1.23833,0.963143,0.34567,-0.592504,1.17691
2.32533,-0.852142,-1.20285,0.971408,0.311229,-0.610995,1.12713
2.33019,-0.8562,-1.30486,0.922983,0.387899,-0.605415,1.11478
2.33523,-0.885636,-1.25034,0.958768,0.32186,-0.595852,1.19018
2.34037,-0.900581,-1.1998,1.01916,0.250383,-0.602986,1.23302
